Churn,CellPlan,Sex,Age,Fee,PhoneBrand,default,student,balance,income,maritl,race,education,region,jobclass,health,health_ins,logwage,wage,grp1,state,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
1,1,male,4,81.8583,S,Yes,No,1328.89272521776,34710.0623657107,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.69019608002851,108.874525834712,F,TN,106.97,106.86,78.09,101.57,105.49,102.88,116.12,69.4,90.3,91.29
1,2,female,13,19.5,S,No,No,673.468191056081,32930.0693612804,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.6534054906645,38.6059145209601,Y,TN,117,97.63,95.95,92.51,100.07,83.78,103.43,90.29,93.8,98.92
1,1,male,34,26.55,S,No,No,218.639297043088,48991.3953793342,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.53147891704226,92.8958447894966,L,DE,90.22,119.99,119.41,120.29,82.49,106.43,87.59,92.38,113.54,116.7
1,3,female,5,19.2583,C,No,No,1218.16696582374,43954.2774856976,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.83884909073726,126.323880709786,U,MI,120.49,106.33,104.85,101.14,95.54,96.22,99.05,114.57,84.27,90.93
1,1,male,52,30.5,S,No,Yes,13.5168025503509,19322.5450270524,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.25527250510331,191.573683548412,E,MN,112.26,116.48,97.98,113.88,105.21,111.1,121.08,126.96,99,91.4
0,2,male,36,27.75,S,No,Yes,531.478699850065,21726.558972624,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.04921802267018,155.900506146767,W,VT,103.07,105.03,88.3,113.56,104.16,103.87,81.1,111.63,97.98,115.29
0,1,male,30,27.75,C,No,No,165.53815169523,33436.4557377411,3. Widowed,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.47712125471966,87.9810327856054,F,MA,106.24,108.45,96.3,92.88,110.08,95.6,101.84,107.35,84.74,96.71
1,1,male,49,89.1042,C,No,Yes,1351.84972233302,25890.5039884998,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.07918124604763,59.0970640815891,E,OH,100.61,104.67,107.6,93.1,106.91,120.5,85.44,95.82,96.09,93.45
1,3,male,29,7.8958,C,No,No,107.282083049617,54143.9627498165,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.30102999566398,73.7757432746946,E,OK,98.89,95.98,101.98,102.74,90.52,104.51,118.67,81.6,102.17,87.99
0,1,male,65,26.55,S,No,No,947.193571380436,35604.117192781,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.50514997831991,90.4819133566401,O,AL,84.24,109.24,95.45,96.19,95.35,89.58,95.95,93.34,105.79,95.73
1,2,female,50,10.5,S,No,Yes,434.560259226125,14812.6452403767,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,S,AK,107.43,99.92,90.79,111.16,112.55,99.44,88.94,80.89,94.32,97.78
1,1,male,48,26.55,S,No,No,1020.06724048864,37458.8792492482,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.02118929906994,151.591484239814,W,CA,121.42,110.34,98.92,101.72,103.34,89.96,100.09,104.72,109.39,108.02
0,3,male,34,8.05,S,No,No,662.305318022324,31597.8976165624,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.60688524128857,272.294783220064,S,MD,120.9,92.01,87.96,105.13,102.03,86.34,97.04,96.4,101.17,101.2
0,1,male,47,38.5,S,No,Yes,754.420612920964,20767.6830202616,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.57978359661681,97.4932940453934,M,VA,101.7,110.04,126.75,82.33,114.2,102.29,103.95,99.81,106.81,88.07
0,2,male,48,13,S,No,No,289.489575693364,44412.8951033074,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.2211533219547,68.111994065327,V,MN,98.92,96.88,115.72,93.3,104.9,102.46,75.87,90.33,99.78,114.95
0,3,male,38,7.05,S,No,No,198.038409229701,36270.9381202214,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184,A,PA,101.82,91.14,106.78,102.77,93.64,108.04,86.69,79.87,105.88,88.93
0,1,male,56,26.55,S,No,Yes,516.060491676575,16615.0219627607,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.60688524128857,272.294783220064,Z,OK,111.46,80.78,101.16,104.32,114.99,115.08,82.65,122.32,87.9,117.29
1,3,female,0.75,19.2583,C,No,No,697.563808989791,41755.3981466578,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.7160033436348,111.720849360989,Q,FL,114.77,116.2,95.34,90.39,123.85,104.28,104.02,101.58,86.75,84.29
0,3,male,38,8.6625,S,No,Yes,502.324783467779,16947.4229346552,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.84509804001426,127.115743812184,L,UT,104.08,105.19,118.46,100.27,100.15,100.07,104.63,93.13,109.52,109.32
1,2,female,33,27.75,S,No,Yes,1459.68708304516,15575.419233378,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966,87.9810327856054,A,CA,111.14,99.44,87.09,96.3,111.5,100.87,85.71,109.55,108.6,101.96
1,2,female,23,13.7917,C,No,No,716.998722689295,34418.2602228491,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.74036268949424,114.475713290347,T,FL,99.73,106.96,109.61,108.08,91.2,108.65,99.93,110.97,110.61,110.95
0,3,female,22,9.8375,S,No,Yes,1037.97270501782,18324.0300568905,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.24551266781415,69.7915308454408,F,TX,104.98,100.54,102.33,102.98,85.25,90.31,78.26,87.7,96.49,100.87
0,2,male,34,21,S,No,No,673.016117196098,29735.9615970911,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005,Z,NY,111.86,86.9,108.63,100.23,97.99,91.04,104.86,89.37,98.69,106.1
0,3,male,29,7.0458,S,No,No,371.921784701252,41099.7724418194,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.8463371121298,127.273347006486,X,HI,136.4,78.77,114.11,111.02,84.99,89.82,110.25,101,107.64,92.72
0,3,male,22,7.5208,S,No,No,89.1349579572228,55604.6075315396,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.07918124604763,160.642475408263,S,ND,99.46,97.92,99.87,98.38,119.73,109.21,95.83,116.99,95.06,106.86
1,3,female,2,12.2875,S,No,No,1273.28018105912,40895.2827703241,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.14612803567824,171.765132627508,T,WI,93.32,96.87,102.02,100.87,105.93,106.86,95.5,108.52,111.13,113.79
0,3,male,9,46.9,S,No,No,600.723302967373,18680.516769028,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.95424250943933,141.77517233318,M,VT,104.46,89.42,72.14,100.17,91.02,83.74,105.11,111.56,114.59,102.7
0,3,male,50,8.05,S,No,No,905.038164636789,40711.7988982471,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7481880270062,115.375038556391,W,WI,95.94,104.17,98.42,101.5,120.68,107.22,102.31,94.65,106.35,102.5
1,3,female,63,9.5875,S,No,No,1061.44156214448,54437.0103173027,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.27875360095283,72.1504556815713,E,MS,106.35,96.85,108.32,104.83,95.88,88.4,114.14,82.72,118.17,99.03
1,1,male,25,91.0792,C,No,No,1672.63924830477,46334.7877633441,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.30102999566398,73.7757432746946,Q,AR,103.41,108.26,121.89,108.83,100.5,101.66,110.03,110.62,96.8,97
1,1,female,35,90,S,No,Yes,883.702645600325,19750.0940028726,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184,H,UT,113.16,112.91,88.54,103.16,98.51,110.54,122.2,105.56,114.38,76.56
0,1,male,58,29.7,C,No,No,373.780330004006,53936.2417769944,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,3.04139268515822,20.9343779401018,L,GA,90.4,93.75,102.31,102.28,100.33,92.15,87.21,100.62,80.99,100.52
0,3,male,30,8.05,S,No,No,1287.79518693788,52382.6647043692,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.38021124171161,79.8549003093467,B,NE,87.94,91.25,100.23,98.92,104.8,105.64,104.59,105.67,102.5,74.36
1,3,male,9,15.9,S,No,No,1229.74257147896,48739.9273906526,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.63346845557959,102.870246933215,E,CO,115.68,101.43,113.79,111.05,89.01,96.82,105.26,105.32,99.44,80.99
0,3,male,21,7.25,S,No,Yes,510.613846954321,22457.0517475138,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.7481880270062,115.375038556391,B,MD,102.25,114.25,97.54,105.89,103.33,112.15,96.98,90.59,84.51,112.64
0,1,male,55,30.5,S,No,No,775.630168716812,27205.8573938823,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.57978359661681,97.4932940453934,Y,PA,90.78,82.65,99.95,96.84,87.27,106.51,77.37,104.65,100.63,100.24
0,1,male,71,49.5042,C,No,No,1152.98288688657,50206.5769341591,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.65321251377534,104.921506533664,I,OH,89.26,91.63,90.37,103.66,94.98,105.85,94.87,111.09,106.78,119.57
0,3,male,21,8.05,S,No,Yes,1303.66258970167,7986.00033583452,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.7481880270062,115.375038556391,N,CA,94.48,92.84,99.81,92.39,99.34,82.48,95.56,102.9,101.97,98.37
1,1,female,54,78.2667,C,No,No,1675.27885173207,28244.5034750868,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.53781909507327,93.4866920429597,Q,NM,105.9,103.75,88.41,96.12,83.43,95.51,115.85,125.64,102.34,103.2
0,1,female,25,151.55,S,No,No,398.277733044632,30001.7950602906,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.81291335664286,123.089699847943,G,AK,94.73,123.83,98.43,76.49,99.92,81.5,99.75,112.25,86.09,93.32
0,3,male,24,7.7958,S,No,Yes,739.901759396798,25023.8738564122,1. Never Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,N,NC,113.42,95.36,93.99,92.35,109.21,97.88,94.85,101.25,103.18,107.64
0,3,male,17,8.6625,S,No,No,226.417696514023,32018.7136305149,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.56820172406699,96.3706528322308,U,WI,102.44,95.73,98.36,104.62,103.83,97.65,94.86,82.93,108.55,108.46
0,3,female,21,7.75,Q,No,No,1217.32171213419,25173.6196080491,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.43136376415899,84.0459576539924,J,TX,101.96,82.97,93.16,121.74,92.69,96.35,98.62,84.27,96.99,112.96
0,3,female,37,9.5875,S,No,No,639.820558249208,29902.0019867792,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184,W,TX,99.84,89.59,116.63,79.63,107.03,96.57,93.37,104.37,70.02,83.17
1,1,female,16,86.5,S,No,Yes,883.166976880327,12717.4922312992,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.55630250076729,95.2307125669819,A,MD,97.02,107.69,94.28,101.59,95.81,96.8,105.7,99.34,101.23,95.82
0,1,male,18,108.9,C,No,No,2.2876109529974,38186.5242727915,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,Z,SC,98.32,92.55,99.65,92.43,114.67,87.22,106.93,103.13,76.38,87.06
1,2,female,33,26,S,No,No,419.637347665869,55967.9931672653,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.63346845557959,102.870246933215,T,MA,111.56,95.14,96.03,97.89,100.8,92.8,98.04,112.25,91.92,90.28
0,3,male,28,22.525,S,No,Yes,1544.14024986831,11102.5347437309,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.7160033436348,111.720849360989,H,IL,86.61,96.47,107.15,107.56,98.48,94.23,104.28,87.67,91.45,103.65
1,3,male,26,56.4958,S,No,No,1101.01501795199,32153.0135926701,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.54406804435028,94.0727147457005,R,MA,110.87,99.38,112.67,90,110.15,103.05,105.58,103.14,111.32,95.02
1,3,male,29,7.75,Q,Yes,No,1700.59991348658,30488.9834104565,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184,J,MO,96.49,116.2,96.43,90.56,103.28,114.37,91.52,110.65,107.06,97.54
1,1,male,36,26.2875,S,No,No,311.82458686811,48301.0596601046,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.65321251377534,104.921506533664,Y,TX,107.35,112.46,89.75,99.68,94.23,93.91,103.93,96.91,108.34,101.22
1,1,female,54,59.4,C,No,No,442.830222252675,55074.1308290001,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.2211533219547,68.111994065327,I,OR,99.42,120.09,104.1,84.85,113.09,79.51,107.4,111.03,96.5,114.39
0,3,male,24,7.4958,S,No,No,728.81496006121,17909.5810715927,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.85733249643127,128.680488220624,A,WI,86.54,81.46,105.3,83.81,88.63,96.55,104.35,78.73,101.93,96.59
0,1,male,47,34.0208,S,No,No,278.877902520137,37188.6683650846,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.96930872345047,143.92735936583,J,CO,103.47,95.37,96.37,96.12,91.19,90.09,104.58,94.38,103.67,91.34
1,2,female,34,10.5,S,No,No,758.702327534491,36625.9895523394,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.64345267648619,103.90247060316,K,TN,93.62,110.43,106.82,96.21,95.14,105.07,95.48,111.41,88.94,91.28
1,2,female,36,26,S,No,No,620.339679439371,22803.7410338396,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.51851393987789,91.6992261117042,J,MN,111.24,96.96,102.03,84.05,102.27,99.22,96.33,93.11,109.22,106.74
0,3,male,32,7.8958,S,No,Yes,1890.16741147529,18402.4648845956,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.55630250076729,95.2307125669819,Y,TX,91.72,103.18,87.15,88.91,99.34,105.06,96.04,104.24,97.54,105.38
1,1,female,30,93.5,S,No,No,0,28951.4518951572,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.92941892571429,138.299126920883,J,NH,82.12,93.51,106.11,100.56,103.52,113.61,100.23,113.72,105.67,119.98
0,3,male,22,7.8958,S,No,Yes,1329.19884221594,23184.0155485336,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77539197169661,118.55677641507,O,WI,91.46,81.31,88.04,86.27,106.86,97.58,96.1,82.25,105.13,92.3
1,1,female,44,57.9792,C,No,No,1075.86377237476,44128.6282564037,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005,Y,WV,94.28,87.93,113.23,113.71,97.01,78.8,104.82,104.18,93.32,96.14
0,3,male,40.5,7.75,Q,No,No,618.527509222818,54956.9905446621,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.74036268949424,114.475713290347,X,IA,91.74,118.97,103.74,79.41,120.89,93.38,107.59,79.1,96.18,110.48
1,2,female,50,10.5,S,No,No,1111.0865758202,27466.8936820066,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.01072386539177,150.01328628271,G,OR,97.62,97.38,116.37,90.08,77.85,103.18,101.71,80.76,92,85.94
0,3,male,39,7.925,S,No,No,864.039743518541,45881.9302056307,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.57978359661681,97.4932940453934,S,AR,94.05,117.88,99.04,102.52,87.59,99.02,117.55,93.14,93.83,95.12
0,2,male,23,11.5,S,No,No,895.229809614619,48512.4556411759,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.50514997831991,90.4819133566401,J,VA,95.89,108.67,84.4,89.36,107.64,99.63,87.09,91.27,83.06,92.34
1,2,female,2,26,S,No,Yes,954.030433688608,21908.5271562436,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.39794000867204,81.2832532842527,O,CT,103.28,107.03,86.09,97.83,101.51,90.53,113.5,97.18,107.92,105.24
0,3,male,17,7.2292,C,No,No,947.634932740896,46813.5163080957,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.8750612633917,130.982177377461,T,NV,88.36,116.24,112.86,91.62,102.42,94.55,111.82,94.92,97.92,94.34
0,3,female,30,8.6625,S,No,No,267.303727744013,23117.9286733782,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.01703333929878,150.962783462143,V,NM,107.6,84.1,93.93,106.59,104.73,105.82,87.36,108.83,84.03,96.18
1,2,female,7,26.25,S,No,Yes,1366.8057832287,23913.2088013083,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.8750612633917,130.982177377461,W,CT,99.97,93.9,90.2,104.52,95.02,123.73,84.33,104.41,116.05,92.76
0,1,male,45,26.55,S,No,No,624.731883509283,38325.1737553638,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.97772360528885,145.143601176911,A,MT,99.62,96.87,103.02,108,93.84,109.85,82.33,108.58,92.08,99.42
1,1,female,30,106.425,C,No,No,13.67938266968,25221.6376687793,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.50514997831991,90.4819133566401,F,ME,79.64,90.78,97.43,103.65,100.21,121.23,110.31,90.91,113.26,89.18
1,1,female,22,49.5,C,No,No,785.866485650099,44778.0157756766,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.73239375982297,113.567089569751,J,AL,96.99,97.44,89.32,120.86,95.87,94.23,101.7,105.1,112.84,113.65
1,1,female,36,71,S,No,Yes,1353.09384569505,18933.4961949702,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.47712125471966,87.9810327856054,H,AZ,94.44,79.17,74.69,99.29,104.12,90.75,83.57,107.17,97.36,115.18
0,3,female,9,31.275,S,No,No,480.32126391483,25553.2628515188,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.06069784035361,157.700527725737,S,VT,108.47,85.83,95.49,102.02,86.62,98.85,97.51,98.03,103.95,96.21
0,3,female,11,31.275,S,No,No,0,29507.3132469218,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,S,TN,113.91,106.11,103.54,84.7,85.2,109.04,94.93,113.34,88.04,116.55
1,2,male,32,26,S,No,Yes,1221.97124290595,17916.8560894888,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.43136376415899,84.0459576539924,X,MA,112.31,102.42,96.51,96.62,110.28,112.76,99.72,99.47,105.35,120.69
0,1,male,50,106.425,C,No,Yes,1184.93652302344,25108.756711813,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.07918848422867,160.643638171791,V,WA,88.87,113.04,98.54,109.54,77.79,80.24,97.52,107.45,115.25,108.05
0,1,male,64,26,S,No,Yes,478.572055604816,27512.3448997584,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.86923171973098,47.9055670370271,U,MS,92.04,96.65,95.47,100.82,83.61,93.94,96.13,93.79,108.75,91.67
1,2,female,19,26,S,No,No,221.690461893355,34786.1013515581,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.07918124604763,59.0970640815891,K,MS,99.1,96.15,102.35,117.08,103.57,84.22,120.01,105.91,94.29,100.38
0,3,male,33,20.525,S,No,No,578.387621687668,41054.1386619277,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.39794000867204,81.2832532842527,O,NC,89.4,95.79,107.01,120.06,100.26,111.26,108.52,95.41,88.68,113.93
1,2,male,8,36.75,S,No,Yes,1361.45843240672,19576.9571319919,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.47712125471966,87.9810327856054,B,FL,83.96,90.42,113.27,92.12,98.52,117.56,116.03,102.11,102.43,103.92
1,1,male,17,110.8833,C,No,Yes,977.848095602787,19731.9609897188,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.47712125471966,87.9810327856054,W,CA,107.91,102.49,84.27,79.9,108.08,111.81,96.09,88.23,91.01,98.07
0,2,male,27,26,S,No,No,1184.42524488153,36887.439966855,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.96848294855393,143.808556824369,Y,UT,100.68,88.21,102.18,111.36,94.26,100.81,74.86,114.09,87.21,105.67
1,3,male,22,7.225,C,Yes,Yes,1118.70103943078,21848.4429000063,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.70757017609794,110.782650276254,N,ID,106.14,104.96,97.47,118.65,105.82,84.23,105.92,88.71,93.86,105.98
1,3,female,22,7.775,S,Yes,No,1119.09724476071,37224.5678135129,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.77815125038364,118.884359339886,Y,NV,87.97,98.22,110.53,110.25,90.28,95.38,92.58,108.58,74.66,83.41
0,1,male,62,26.55,S,No,No,776.349979307366,31329.4848506225,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.79239168949825,120.589436530402,D,TX,96.6,107.75,122.23,97.88,118.37,85.97,117.02,116.26,108.09,94.26
1,1,female,48,39.6,C,No,No,1322.29709108436,51792.4023687088,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.60688524128857,272.294783220064,G,LA,88.29,112.48,99.92,102.11,112.01,114.65,68.81,108.11,103.85,118.72
1,1,female,39,79.65,S,No,No,878.026457591946,27438.585115052,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.65753388755799,105.375892660271,M,WI,91.71,95.84,104.29,104.46,110.68,87.55,104.47,94.64,111.98,94.66
1,3,female,36,17.4,S,No,No,1268.37951467727,16921.1808790391,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.23426412437879,69.0108766220885,M,UT,102.29,95.7,110.56,105.21,106.35,106.53,113.42,99.01,81.2,94.82
0,3,male,40,7.8958,S,No,No,0,32611.3730692625,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.47712125471966,87.9810327856054,L,PA,91.85,99.53,115.22,103.78,112.87,96.69,105.2,93.04,99.93,99.14
0,2,male,28,13.5,S,No,No,0,37262.5740938171,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.49136169383427,89.2428846644714,B,ID,90.07,93.41,112,93.76,106.22,85.8,86.57,96.67,104.01,101.44
0,3,male,24,24.15,S,No,Yes,366.786957314063,25833.0630989749,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.14612803567824,171.765132627508,Q,RI,86.94,116.03,79.41,94.27,106.65,97.68,98.94,88.8,99.55,105.6
0,3,male,19,7.8958,S,No,No,747.561036377875,39898.7690858912,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.89209460269048,133.232350826567,S,UT,85.66,99.36,88.43,103.13,73.77,120.59,101.96,98.52,94.81,82.12
0,3,female,29,21.075,S,No,No,1787.285143726,37499.0935479677,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.30102999566398,200.543262324662,J,AZ,91.37,108.69,96.96,92.93,93.99,117,119.93,91.85,114.99,88.29
1,3,male,32,7.8542,S,No,Yes,1929.44698025845,14995.4921684901,2. Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.53147891704226,92.8958447894966,Y,GA,117.04,103.78,118.99,105.21,110.14,82.59,101,92.08,112.91,100.95
1,2,male,62,10.5,S,No,No,987.14289095702,27961.3196085338,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5,148.413159102577,T,TX,93.44,114.16,101.42,104.48,98.61,87.32,98.35,118.87,110.46,85.93
1,1,female,53,51.4792,S,No,Yes,856.357368420521,20758.2146891725,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.78534407394068,119.742556289908,B,NC,88.87,97.91,100.92,94.95,100.34,90.13,95.51,104.11,102.8,103.27
1,1,male,36,26.3875,S,No,No,1101.14970709405,18153.8443165945,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.41497334797082,82.6796372966372,Z,UT,85.94,73.22,100.99,97.93,105.16,110.71,101.09,104.96,89.64,100.86
